Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.4403300285339355,6.455075825369143,6.391277552762015,6.422875746236436,493729600
2010-01-05,6.451465129852295,6.48787840981577,6.417458990809972,6.458085872315779,601904800
2010-01-06,6.348845958709717,6.4770447941915,6.342225216323105,6.451465054945159,552160000
2010-01-07,6.33711051940918,6.379844011980407,6.291067458325215,6.372320439028967,477131200
2010-01-08,6.379241943359375,6.379844231009115,6.291369420820416,6.3286847367688495,447610800
2010-01-11,6.3229660987854,6.409936173343546,6.273010388314571,6.403917316228298,462229600
2010-01-12,6.251040935516357,6.312733411200337,6.211919573553115,6.295278325516592,594459600
2010-01-13,6.3392157554626465,6.347642155354666,6.1421034098672385,6.255556454799051,605892000
2010-01-14,6.302502632141113,6.3334993476765185,6.290164375580031,6.322966748435532,432894000
2010-01-15,6.197175979614258,6.3678070063030505,6.195370322018221,6.34764382981397,594067600
2010-01-19,6.4713287353515625,6.475842879462165,6.236599268494877,6.269400843652991,730007600
2010-01-20,6.371717929840088,6.486674891699071,6.3046088752892695,6.467414949835066,612152800
2010-01-21,6.261573791503906,6.419264624350618,6.235693511008879,6.382249860636964,608154400
2010-01-22,5.951008319854736,6.244420751800569,5.933253496278336,6.22275367139185,881767600
2010-01-25,6.111106872558594,6.160158951875799,6.02443733729753,6.094254474085411,1065699600
2010-01-26,6.197477340698242,6.431304791853083,6.09636291925566,6.19777828365122,1867110000
2010-01-27,6.255858898162842,6.337111082500454,6.00457676256513,6.224862176641611,1722568400
2010-01-28,5.997352600097656,6.184234090635702,5.9795977756648,6.1670811518983895,1173502400
2010-01-29,5.7797770500183105,6.0849263149904775,5.725307591416028,6.051221514344954,1245952400
2010-02-01,5.860125541687012,5.898344477588977,5.756904561544345,5.7891046408340845,749876400
2010-02-02,5.894132137298584,5.907975509525003,5.819500313390166,5.895637253463911,698342400
2010-02-03,5.995547294616699,6.024738350769651,5.8507969906922614,5.873367303805952,615328000
2010-02-04,5.779477119445801,5.969668227613342,5.765031858963543,5.920314391218215,757652000
2010-02-05,5.882093906402588,5.898344820199544,5.7433624677751185,5.796929491149744,850306800
2010-02-08,5.841768741607666,5.9549208411804475,5.838157427448201,5.889015964941626,478270800
2010-02-09,5.904062747955322,5.94348505576787,5.860727781315687,5.910984031684571,632886800
2010-02-10,5.8718647956848145,5.916403954708705,5.8459845031205,5.895036601442695,370361600
2010-02-11,5.978694915771484,6.011196343551841,5.839963468695428,5.864640381948894,550345600
2010-02-12,6.030155658721924,6.068073658294349,5.8832987465475535,5.961842829839377,655468800
2010-02-16,6.121038436889648,6.129765378733116,6.064462380073955,6.0771015794095895,543737600
2010-02-17,6.095458030700684,6.148422361864562,6.044599093978458,6.144811047887162,436396800
2010-02-18,6.106894016265869,6.13578413084111,6.046405702998772,6.067771843810248,422825200
2010-02-19,6.068977355957031,6.115020822990314,6.052124952817479,6.074695673709269,415469600
2010-02-22,6.031357765197754,6.093952666207925,5.994343003817547,6.089137982893924,390563600
2010-02-23,5.930243015289307,6.058742778436252,5.889616942637176,6.018718189591782,575094800
2010-02-24,6.038582801818848,6.0620555459310665,5.953718103981422,5.9654548778304815,460566400
2010-02-25,6.078907012939453,6.104787296426052,5.92512882100587,5.939874619986777,665126000
2010-02-26,6.157752513885498,6.174303971386686,6.078907484030895,6.090342912295723,507460800
2010-03-01,6.289261817932129,6.304609101247995,6.18273004722626,6.191757931846104,550093600
2010-03-02,6.28504753112793,6.344632603980136,6.25164327896818,6.317548151216819,566546400
2010-03-03,6.299493789672852,6.31574470810297,6.25766432903387,6.287757818837038,372052800
2010-03-04,6.341021537780762,6.347341337824556,6.278426628439884,6.297988316082593,366041200
2010-03-05,6.588992118835449,6.6115624276768195,6.4589876381322275,6.468316865194352,899620400
2010-03-08,6.592906475067139,6.623300503022702,6.567928615803125,6.620893361581227,429889600
2010-03-09,6.711474418640137,6.771059499877591,6.55709434208007,6.56973354085879,920259200
2010-03-10,6.766243934631348,6.785504276995123,6.716890914495598,6.735849912217083,596218000
2010-03-11,6.786107063293457,6.786107063293457,6.720503514606205,6.738259147181756,405700400
2010-03-12,6.81920862197876,6.853213956339388,6.793628883259863,6.842380014475599,416323600
2010-03-15,6.736149787902832,6.786104284030633,6.628113331035812,6.782493773995126,493502800
2010-03-16,6.754509449005127,6.770459022680316,6.696128127104878,6.746384391597336,446908000
2010-03-17,6.744577407836914,6.814695088558323,6.718998067116694,6.768050148437816,450956800
2010-03-18,6.760526180267334,6.771058777827615,6.699135046559087,6.7439739223481565,342109600
2010-03-19,6.688302516937256,6.778282430330894,6.657606744547779,6.764740402337453,559445600
2010-03-22,6.7635369300842285,6.801154390473503,6.625106411597116,6.634736584315758,456419600
2010-03-23,6.8721723556518555,6.884811953394628,6.743973132160503,6.790317520298413,602431200
2010-03-24,6.902567386627197,6.927545238275103,6.846592827080611,6.850505485436422,597780400
2010-03-25,6.820714473724365,6.9507193946741275,6.808676757825542,6.949214278393854,542284400
2010-03-26,6.948614120483398,6.980211923542159,6.877893735549412,6.889931453049481,640875200
2010-03-29,6.99345064163208,7.037989380265627,6.97027924734253,7.011808557447748,540744400
2010-03-30,7.097573757171631,7.146627035547225,7.049423709058216,7.120144067112744,527310000
2010-03-31,7.071995258331299,7.120446659551521,7.055745146620758,7.086741861041226,430659600
2010-04-01,7.101186275482178,7.184244097993573,7.004285080759327,7.144521245775737,603145200
2010-04-05,7.177023887634277,7.177625773518043,7.065075524011753,7.071395727584272,684507600
2010-04-06,7.208619117736816,7.229684310214299,7.132181253479141,7.168293586001672,447017200
2010-04-07,7.2405195236206055,7.2802431767356675,7.182137413570325,7.208920925765114,628502000
2010-04-08,7.220959663391113,7.268808378547662,7.163480775548215,7.2357054635241695,572989200
2010-04-09,7.276328086853027,7.279338317970985,7.236303906048942,7.265494951321478,334182800
2010-04-12,7.291378974914551,7.3148517181560635,7.27693371532847,7.288670086949226,333026400
2010-04-13,7.295588970184326,7.306724255908901,7.255865322986309,7.278436435451623,306210800
2010-04-14,7.393693923950195,7.397305237269599,7.344942801309287,7.38135567190166,404076400
2010-04-15,7.490897178649902,7.494207147729922,7.3882776905565155,7.396402744542454,376784800
2010-04-16,7.445153713226318,7.557703897596485,7.359387033390334,7.48036281167112,750545600
2010-04-19,7.435225009918213,7.45990151994404,7.275728514332821,7.4340212385225275,566924400
2010-04-20,7.360594749450684,7.500830940026527,7.311542257400633,7.4794643938596455,738326400
2010-04-21,7.800861835479736,7.831858545940757,7.69583479418571,7.788222236308259,982391200
2010-04-22,8.019038200378418,8.02746459775713,7.70997681271444,7.771368332888138,793424800
2010-04-23,8.150248527526855,8.190874607669185,8.034990226339765,8.064782363676516,796955600
2010-04-26,8.11022663116455,8.199303330937964,8.070803507688616,8.181849443946845,479068800
2010-04-27,7.885726451873779,8.060269305034447,7.839984741104637,8.04311596259957,709343600
2010-04-28,7.872486114501953,7.944709998402514,7.716300368440147,7.92214048670062,758402400
2010-04-29,8.084345817565918,8.125272447713796,7.884825080354921,7.915219110044361,558840800
2010-04-30,7.857138156890869,8.142424778649255,7.8544300727277845,8.104506778851242,542463600
2010-05-03,8.015430450439453,8.061474311934688,7.911005274038108,7.939895792179695,454342000
2010-05-04,7.784611225128174,7.923343066024642,7.726531264211398,7.911306155645368,723819600
2010-05-05,7.703658580780029,7.768360079338548,7.485178922953155,7.614581920070192,883103200
2010-05-06,7.410547256469727,7.77166977513926,5.996147845499071,7.638656272577394,1285860800
2010-05-07,7.097876071929932,7.4201790855546434,6.777379519281003,7.334111827391676,1676018400
2010-05-10,7.643472194671631,7.663334423631764,7.479161409384732,7.530922778240541,984306400
2010-05-11,7.719611644744873,7.821026594213927,7.538448028443348,7.578772771748235,848906800
2010-05-12,7.887231349945068,7.918528605137384,7.785214528593623,7.80146383655685,654379600
2010-05-13,7.774982452392578,7.974803697985052,7.715998453037095,7.9212366703282555,599712400
2010-05-14,7.638356685638428,7.718405881268533,7.508352581145744,7.678682226321156,759362800
2010-05-17,7.650393486022949,7.709377477452184,7.45448412230176,7.6648387419449655,762834800
2010-05-18,7.594419479370117,7.780698666415008,7.53122229035343,7.733451848752679,782678400
2010-05-19,7.4734416007995605,7.61127017538186,7.368415386417413,7.508350158601002,1025726800
2010-05-20,7.155055999755859,7.338325825018485,7.108410247242236,7.279040469402431,1282915200
2010-05-21,7.292281627655029,7.35788556923886,6.962154114167775,7.006391512766359,1223891200
2010-05-24,7.425896167755127,7.550484109671138,7.410849827298243,7.441545197559516,754238800
2010-05-25,7.379551410675049,7.425894999866343,7.136997111954716,7.20290158353221,1048006400
2010-05-26,7.3461480140686035,7.587499373167657,7.335314070799163,7.525807290484214,850654000
2010-05-27,7.624212741851807,7.640463656640626,7.496616180815965,7.54145546253981,666282400
2010-05-28,7.730443954467773,7.806279953467251,7.62421312621644,7.805979412378519,815614800
2010-06-01,7.849311351776123,8.003089504496641,7.793036254266036,7.815004676595477,876472800
2010-06-02,7.943207263946533,7.968786207087022,7.834267532718274,7.960961691069337,688548000
2010-06-03,7.918226718902588,7.991353815621759,7.836672419589007,7.980218529424491,650106800
2010-06-04,7.702754974365234,7.8815101540241645,7.662730792275692,7.770465087057523,758304400
2010-06-07,7.5516886711120605,7.79875677524309,7.539951495738146,7.77287648836836,886942000
2010-06-08,7.503235816955566,7.63775444586786,7.392491269193407,7.620901647832349,1000770400
2010-06-09,7.318761825561523,7.5805772714908075,7.297396089573973,7.567636327743872,854630000
2010-06-10,7.538745403289795,7.55288850892909,7.288667170092885,7.368114458850531,776356000
